Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Melt Temperature,Peak Height,Begin Temperature,End Temperature
A01,SYBR,,Std,,17.6328046,10000000,83,416.7074485,75.5,88
A02,SYBR,,Std,,16.13503199,10000000,83,442.2352549,76.5,88.5
A03,SYBR,,Std,,14.73031847,10000000,83,428.2266837,76.5,91
A04,SYBR,,Std,,27.0482147,10000,82.5,396.7004632,67.5,88
A05,SYBR,,Std,,25.89633066,10000,83,396.3538701,75.5,88.5
A06,SYBR,,Std,,25.10170838,10000,83,384.8940532,76,88
A07,SYBR,,Std,,32.0426857,1000,83,359.054992,76,88.5
A08,SYBR,,Std,,31.41200026,1000,83,372.4197734,77.5,88
A09,SYBR,,Std,,28.99118896,1000,82.5,380.5531757,67.5,87.5
A10,SYBR,,NTC,,32.54375462,NaN,82.5,352.7873024,76.5,88
A11,SYBR,,NTC,,33.42069207,NaN,82.5,358.6058335,76.5,88
A12,SYBR,,NTC,,32.5836923,NaN,82.5,319.8152096,67.5,87
B01,SYBR,,Unkn-01,,30.63738849,799.6435694,83.5,341.874392,74.5,88.5
B02,SYBR,,Unkn-01,,28.69210481,2799.37714,83.5,383.812076,74,89
B03,SYBR,,Unkn-01,,27.96004891,4485.836682,83.5,384.5012049,73,88.5
B04,SYBR,,Unkn-02,,19.87138275,821354.7712,83.5,416.8928957,76,92.5
B05,SYBR,,Unkn-02,,20.19140759,668356.9479,83.5,425.2706425,67.5,90
B06,SYBR,,Unkn-02,,19.96146368,775053.9758,83.5,417.049194,76,89.5
B07,SYBR,,Unkn-03,,21.85895279,228316.2507,83.5,383.3570518,76,88.5
B08,SYBR,,Unkn-03,,21.26198458,335374.5039,83.5,417.52311,76,88.5
B09,SYBR,,Unkn-03,,20.74728509,467207.4712,83.5,406.789945,75.5,89.5
B10,SYBR,,Unkn-04,,22.83776552,121542.4886,83.5,401.4174345,76.5,90.5
B11,SYBR,,Unkn-04,,21.70002776,252926.1898,83.5,413.6862447,73.5,88.5
B12,SYBR,,Unkn-04,,21.39088796,308653.4872,83.5,400.3478546,76,88
C01,SYBR,,Unkn-05,,29.47378862,1691.985661,83.5,372.789203,74,88
C02,SYBR,,Unkn-05,,28.29359084,3618.594583,83.5,383.4423334,74,88
C03,SYBR,,Unkn-05,,27.05197799,8051.247194,83.5,399.8471378,75,88.5
C04,SYBR,,Unkn-06,,32.59993419,225.8929538,82.5,378.1245473,67.5,88.5
C05,SYBR,,Unkn-06,,32.59465018,226.663093,82.5,392.0593015,76.5,87.5
C06,SYBR,,Unkn-06,,33.10290741,163.3816224,82.5,379.080721,67.5,87.5
C07,SYBR,,Unkn-07,,23.20669711,95835.15496,83.5,385.2485902,67.5,88.5
C08,SYBR,,Unkn-07,,21.82336921,233609.6691,83.5,422.966828,67.5,90.5
C09,SYBR,,Unkn-07,,20.44973526,565906.9651,83.5,397.2335205,67.5,90.5
C10,SYBR,,Unkn-08,,20.30482144,621273.1465,82.5,416.8222316,76,88
C11,SYBR,,Unkn-08,,19.21774175,1251345.961,82.5,438.7048301,67.5,88.5
C12,SYBR,,Unkn-08,,18.08710727,2592125.566,83,418.7693253,76.5,87.5
D01,SYBR,,Unkn-09,,23.39736733,84759.34951,83,374.9313638,77,87.5
D02,SYBR,,Unkn-09,,22.18514914,185049.585,83,422.8736551,67.5,87.5
D03,SYBR,,Unkn-09,,19.25005654,1225569.102,83,429.2629021,76,87.5
D04,SYBR,,Unkn-10,,24.64410141,37969.23038,82.5,293.9195434,67.5,88
D05,SYBR,,Unkn-10,,23.37505699,85986.17116,83,415.7946047,75,91
D06,SYBR,,Unkn-10,,23.02503611,107731.2967,83,436.2237649,76,88.5
D07,SYBR,,Unkn-11,,32.67048443,215.8575661,83,312.6302898,77.5,87.5
D08,SYBR,,Unkn-11,,31.92290933,349.3740083,83,411.054285,76.5,90
D09,SYBR,,Unkn-11,,31.00490085,631.0883782,83,384.7034729,75.5,90
D10,SYBR,,Unkn-12,,19.08487149,1363157.161,83,414.2574426,76,88
D11,SYBR,,Unkn-12,,19.02416934,1417511.13,83,458.3327089,75,87.5
D12,SYBR,,Unkn-12,,18.4240526,2086413.837,83,425.5713795,76,89
E01,SYBR,,Unkn-13,,32.25433674,282.2140101,83,367.5439631,74,88
E02,SYBR,,Unkn-13,,31.21679182,550.5753319,82.5,399.8393132,67.5,90.5
E03,SYBR,,Unkn-13,,31.00891448,629.4589715,82.5,405.3461172,67.5,87.5
E04,SYBR,,Unkn-14,,33.21373371,152.125196,82.5,388.5303416,76,87.5
E05,SYBR,,Unkn-14,,32.04481075,322.9910112,82.5,387.6250675,67.5,87.5
E06,SYBR,,Unkn-14,,32.31841052,270.8038654,82.5,366.8439082,76,87.5
E07,SYBR,,Unkn-15,,33.37622387,137.0083,82.5,376.4603778,75,88
E08,SYBR,,Unkn-15,,31.87398034,360.560187,82.5,372.1999017,67.5,88.5
E09,SYBR,,Unkn-15,,32.41414058,254.6101776,82.5,365.9601335,77,88
E10,SYBR,,Unkn-16,,18.38907967,2133946.98,83,412.7417203,76.5,90
E11,SYBR,,Unkn-16,,18.18582537,2432434.056,83,448.4276038,76,88
E12,SYBR,,Unkn-16,,17.49396326,3798214.523,83,441.3504638,75.5,88
F01,SYBR,,Unkn-17,,33.7201565,109.783406,82.5,359.4492817,76,88.5
F02,SYBR,,Unkn-17,,33.12113294,161.4748452,83,347.0617441,78,87
F03,SYBR,,Unkn-17,,33.75465506,107.3708096,82.5,338.8952873,77.5,87.5
F04,SYBR,,Unkn-18,,32.60875224,224.613555,82.5,350.471362,78,87
F05,SYBR,,Unkn-18,,33.2386739,149.7009277,82.5,323.2291926,78.5,87.5
F06,SYBR,,Unkn-18,,32.30840891,272.5540655,82.5,366.9126019,76.5,87
F07,SYBR,,Unkn-19,,32.31838384,270.8085189,82.5,286.2547173,78,88.5
F08,SYBR,,Unkn-19,,32.48361751,243.4672736,82.5,320.8964688,77,88
F09,SYBR,,Unkn-19,,32.64400066,219.5713775,82.5,306.7261281,76,89
F10,SYBR,,Unkn-20,,19.27344277,1207246.19,83,401.0991216,76.5,89
F11,SYBR,,Unkn-20,,18.66347908,1788234.05,83,439.4918331,67.5,89
F12,SYBR,,Unkn-20,,18.61816033,1841202.792,83,459.1539634,76.5,89.5
G01,SYBR,,Unkn-21,,32.70672152,210.8776122,82.5,323.4943146,75,88
G02,SYBR,,Unkn-21,,31.53072426,449.7785005,82.5,372.2839226,77.5,88
G03,SYBR,,Unkn-21,,32.22067601,288.3996127,82.5,372.2085087,74,88
G04,SYBR,,Unkn-22,,21.15147391,360117.1491,83,400.2440832,76,90.5
G05,SYBR,,Unkn-22,,19.76590212,879098.353,83,417.6561811,77,88.5
G06,SYBR,,Unkn-22,,19.28921519,1195043.564,82.5,407.9559618,77,88.5
G07,SYBR,,Unkn-23,,18.28359059,2283981.951,83,412.6863594,75.5,87.5
G08,SYBR,,Unkn-23,,16.4748054,7322749.112,83,434.1403499,75,88
G09,SYBR,,Unkn-23,,15.58398509,12997752.03,83,439.2788921,67.5,88
G10,SYBR,,Unkn-24,,20.93995922,412678.628,83,404.7261637,67.5,88.5
G11,SYBR,,Unkn-24,,21.08686548,375419.7164,83,429.2295212,76,89.5
G12,SYBR,,Unkn-24,,19.17534225,1285991.344,83,427.1866641,67.5,87.5
H01,SYBR,,Unkn-25,,32.84993203,192.2956265,82.5,207.2683482,77.5,86.5
H02,SYBR,,Unkn-25,,33.42857916,132.4650308,82.5,299.5517187,75.5,88
H03,SYBR,,Unkn-25,,33.31180441,142.8128514,82.5,315.9102589,77.5,88
H04,SYBR,,Unkn-26,,33.25798848,147.8500641,82.5,358.227535,76.5,87.5
H05,SYBR,,Unkn-26,,32.98450176,176.3297014,82.5,336.5723023,76.5,89
H06,SYBR,,Unkn-26,,33.1750019,155.9681115,82.5,358.5703519,67.5,88
H07,SYBR,,Unkn-27,,32.56146081,231.5608076,82.5,349.3710786,67.5,87.5
H08,SYBR,,Unkn-27,,32.65692433,217.7511799,82.5,372.0988068,67.5,88
H09,SYBR,,Unkn-27,,33.06487945,167.4329682,82.5,380.2189827,67.5,90.5
H10,SYBR,,Unkn-28,,32.94784975,180.5420377,82.5,303.460626,78,87.5
H11,SYBR,,Unkn-28,,32.50063926,240.8124876,82.5,325.2953841,78,87.5
H12,SYBR,,Unkn-28,,30.43434847,911.3683782,73.5,186.8009106,67.5,79.5